platform,content_id,content_type,upload_date,author_username,author_followers,likes,comments,shares,views,engagement_rate,hashtags,sentiment_score,trend_category,video_duration,thumbnail_clicks,subscribers_gained,retweets,quote_tweets,impressions,saves,story_views,is_sponsored,music_used,duets,challenge_tag
TikTok,TI_610707,image,2024-12-27 14:38:04,@jacksonrebecca,379194,49424,9913,3375,893244,7.02,"['#Life', '#Fit']",-0.53,Fitness,,,,,,,,,,information,288.0,#difference
TikTok,TI_164197,short_video,2024-11-10 05:32:04,@joseph81,161182,42426,6395,1878,542823,9.34,"['#Tech', '#Fashion']",0.12,Fashion,,,,,,,,,,throughout,113.0,#culture
TikTok,TI_867498,image,2024-05-01 03:10:25,@davidhancock,787878,9234,518,8693,283243,6.51,"['#Gaming', '#Life']",0.82,Education,,,,,,,,,,enter,350.0,#fact
YouTube,YO_159446,reel,2024-07-29 01:29:48,@leekristina,171929,19069,7849,105,64046,42.19,"['#Fit', '#Life']",0.74,Tech,25.37,2546.0,272.0,,,,,,,,,
Instagram,IN_726795,short_video,2024-09-24 07:53:11,@flee,640605,41373,2215,5618,844202,5.83,"['#Fashion', '#Life']",-0.22,Education,,,,,,,3188.0,9742.0,True,,,
Facebook,FA_127588,video,2024-06-30 07:52:50,@taylorperez,1183026,30960,4814,1721,964930,3.89,"['#Gaming', '#Life']",0.44,Education,,,,,,,,,,,,
Twitter,TW_171160,video,2024-10-24 19:25:33,@leeglenn,366573,33296,9604,4427,229786,20.6,"['#Gaming', '#Fashion']",0.55,Gaming,,,,4764.0,527.0,655034.0,,,,,,
Twitter,TW_299036,short_video,2024-12-28 02:19:40,@paula10,903143,14741,382,19965,601391,5.83,"['#Fit', '#Tech']",0.03,Fashion,,,,4971.0,933.0,724896.0,,,,,,
Facebook,FA_377921,reel,2024-09-08 06:33:58,@troy21,488592,47622,6423,8131,962253,6.46,"['#Tech', '#Gaming']",-0.62,Education,,,,,,,,,,,,
LinkedIn,LI_103425,video,2024-12-06 12:16:28,@kimberly97,1259017,20302,3453,5499,22677,129.0,"['#Life', '#Fashion']",0.26,Tech,,,,,,,,,,,,
TikTok,TI_676689,image,2024-03-14 08:02:02,@rknight,865725,10151,1205,13574,219041,11.38,"['#Fit', '#Gaming']",-0.16,Gaming,,,,,,,,,,become,32.0,#side
LinkedIn,LI_142733,reel,2024-04-21 20:48:02,@shahgregory,1818207,23077,3736,3679,258046,11.82,"['#Fit', '#Tech']",-0.47,Fitness,,,,,,,,,,,,
TikTok,TI_575481,reel,2024-04-25 16:20:59,@barbaralee,1489786,39356,4881,19651,470944,13.57,"['#Life', '#Tech']",0.76,Tech,,,,,,,,,,meet,141.0,#most
LinkedIn,LI_169570,short_video,2024-12-06 01:58:09,@matthewdudley,1491323,40261,6848,8455,896183,6.2,"['#Tech', '#Fashion']",0.25,Fitness,,,,,,,,,,,,
Twitter,TW_500567,short_video,2024-01-17 21:43:20,@johnsonjacob,743790,36461,2666,1838,109050,37.57,"['#Tech', '#Life']",0.28,Gaming,,,,787.0,295.0,714888.0,,,,,,
TikTok,TI_657266,short_video,2024-01-25 07:17:38,@thomasmejia,1189652,26609,4761,17732,548869,8.95,"['#Life', '#Tech']",-0.43,Fitness,,,,,,,,,,never,226.0,#peace
YouTube,YO_150142,video,2024-12-01 08:59:36,@jamieharrison,724183,6054,8349,1755,628010,2.57,"['#Life', '#Fit']",0.94,Education,31.71,9937.0,934.0,,,,,,,,,
Facebook,FA_114762,video,2024-10-06 10:31:41,@mooremonique,1404973,49095,3768,13303,752138,8.8,"['#Fashion', '#Gaming']",-0.76,Fitness,,,,,,,,,,,,
LinkedIn,LI_418537,reel,2024-10-15 01:33:37,@wrightmichael,1663452,3805,4645,12971,770876,2.78,"['#Life', '#Tech']",0.66,Fitness,,,,,,,,,,,,
Instagram,IN_521793,video,2024-01-23 17:12:51,@ubowers,1650386,45501,5221,12145,871556,7.21,"['#Fit', '#Tech']",-0.36,Education,,,,,,,3339.0,12185.0,False,,,
Facebook,FA_472875,short_video,2024-12-01 00:51:52,@whitakerangela,1196826,34646,8288,2630,241934,18.83,"['#Life', '#Tech']",-0.0,Fitness,,,,,,,,,,,,
LinkedIn,LI_102766,reel,2024-01-17 01:39:42,@melissa95,68366,39218,5288,1687,405061,11.4,"['#Fit', '#Fashion']",0.13,Gaming,,,,,,,,,,,,
LinkedIn,LI_739435,reel,2024-09-10 00:34:49,@simpsonmanuel,1371843,39696,9661,14824,621779,10.32,"['#Fashion', '#Fit']",0.53,Gaming,,,,,,,,,,,,
Twitter,TW_205093,video,2024-11-20 01:42:48,@weaverstephanie,1683021,23237,1341,13802,445179,8.62,"['#Gaming', '#Fit']",0.39,Tech,,,,4376.0,860.0,524330.0,,,,,,
TikTok,TI_449089,reel,2024-10-26 00:56:53,@miranda26,861596,47658,7600,1019,527123,10.68,"['#Tech', '#Life']",0.15,Education,,,,,,,,,,cover,261.0,#gas
Instagram,IN_564196,image,2024-12-28 15:32:50,@dwilson,1354043,6091,8707,11115,882377,2.94,"['#Life', '#Gaming']",0.38,Fashion,,,,,,,835.0,3674.0,False,,,
Facebook,FA_601938,image,2024-03-03 14:13:36,@kimberlyhart,954923,15478,9218,1247,747511,3.47,"['#Gaming', '#Fit']",-0.51,Fitness,,,,,,,,,,,,
TikTok,TI_260819,reel,2024-10-19 04:34:39,@elijahpowell,1404594,39701,2515,1453,744241,5.87,"['#Fashion', '#Tech']",-0.06,Fashion,,,,,,,,,,in,119.0,#magazine
Twitter,TW_639460,short_video,2024-03-09 15:56:17,@ianestrada,534762,13748,8498,15663,391334,9.69,"['#Gaming', '#Fashion']",-0.17,Fashion,,,,2417.0,1970.0,373558.0,,,,,,
Twitter,TW_986038,image,2024-12-16 21:40:26,@nancy73,1954623,38926,1706,2518,902008,4.78,"['#Tech', '#Gaming']",-0.27,Fashion,,,,2166.0,1601.0,49029.0,,,,,,
Instagram,IN_224202,reel,2024-04-20 21:41:37,@wesleywood,1978904,3508,8319,3667,985633,1.57,"['#Fashion', '#Life']",-0.18,Fitness,,,,,,,3537.0,7714.0,True,,,
Facebook,FA_378745,video,2024-05-17 17:00:03,@chelsea53,299744,26649,4878,3169,567186,6.12,"['#Gaming', '#Fashion']",-0.32,Gaming,,,,,,,,,,,,
Twitter,TW_610395,reel,2024-08-03 23:50:36,@kayla23,503330,36127,7884,6517,738023,6.85,"['#Life', '#Fashion']",0.21,Education,,,,3873.0,299.0,635062.0,,,,,,
YouTube,YO_947626,reel,2024-11-13 13:18:56,@teresa40,1603145,35894,6438,16391,883921,6.64,"['#Gaming', '#Life']",-0.84,Fashion,57.78,646.0,561.0,,,,,,,,,
Facebook,FA_574054,video,2024-05-03 02:36:08,@masondiana,574165,10390,9037,5912,353797,7.16,"['#Fashion', '#Fit']",-0.44,Education,,,,,,,,,,,,
LinkedIn,LI_922318,short_video,2024-09-18 09:14:48,@fordedward,874525,48263,1682,17971,96389,70.46,"['#Tech', '#Gaming']",0.46,Fashion,,,,,,,,,,,,
Facebook,FA_398089,image,2024-03-25 13:13:57,@msherman,679549,39274,6868,3739,128444,38.83,"['#Fit', '#Gaming']",-0.24,Gaming,,,,,,,,,,,,
Instagram,IN_166396,reel,2024-06-21 22:48:29,@gomezjames,1964584,21901,1572,14665,798722,4.77,"['#Gaming', '#Fashion']",-0.67,Tech,,,,,,,796.0,12553.0,True,,,
YouTube,YO_225647,reel,2024-07-30 03:53:38,@christianmargaret,217482,9520,2538,14301,944493,2.79,"['#Tech', '#Fit']",0.82,Tech,28.61,2369.0,291.0,,,,,,,,,
Instagram,IN_883178,reel,2024-05-07 06:14:44,@youngkevin,601418,39244,8910,12386,416326,14.54,"['#Fit', '#Fashion']",-0.73,Tech,,,,,,,1175.0,1326.0,False,,,
YouTube,YO_596929,short_video,2024-12-15 06:02:20,@josefoley,1347148,42370,8519,19881,398919,17.74,"['#Tech', '#Life']",0.71,Fitness,38.53,8966.0,335.0,,,,,,,,,
TikTok,TI_836326,image,2024-05-11 04:10:43,@lindseyjohnson,1672872,18064,5060,16965,237685,16.87,"['#Tech', '#Life']",-0.7,Fashion,,,,,,,,,,indeed,92.0,#them
Instagram,IN_207306,reel,2024-08-05 06:34:31,@jack90,1611427,33193,7729,18360,291914,20.31,"['#Fashion', '#Fit']",0.25,Gaming,,,,,,,655.0,9661.0,True,,,
YouTube,YO_400667,reel,2024-10-10 18:31:53,@coreystevens,1433020,8923,8309,3030,266851,7.59,"['#Fit', '#Life']",0.69,Education,35.39,5375.0,444.0,,,,,,,,,
YouTube,YO_698561,video,2024-08-03 15:49:16,@gmendoza,57810,36219,3174,8758,848148,5.68,"['#Life', '#Fit']",-0.77,Education,44.07,6582.0,572.0,,,,,,,,,
Facebook,FA_298385,image,2024-03-31 17:52:36,@ijohnson,1331413,23221,7640,12667,99691,43.66,"['#Fashion', '#Tech']",-0.92,Education,,,,,,,,,,,,
Facebook,FA_315935,short_video,2024-12-23 18:44:39,@lnichols,1653312,31685,1054,3569,784389,4.63,"['#Fashion', '#Fit']",-0.4,Gaming,,,,,,,,,,,,
Twitter,TW_544183,video,2024-06-26 05:49:26,@olsonalexander,925203,36593,1829,11182,888002,5.59,"['#Fit', '#Gaming']",0.82,Education,,,,4262.0,1763.0,224760.0,,,,,,
Instagram,IN_486422,short_video,2024-08-11 05:37:22,@grayrobert,1134711,22580,6387,2000,469788,6.59,"['#Fashion', '#Fit']",-0.25,Gaming,,,,,,,2200.0,19714.0,True,,,
YouTube,YO_731620,reel,2024-10-16 21:26:39,@xfloyd,1623819,26826,1623,6703,753952,4.66,"['#Life', '#Fashion']",-0.11,Fitness,53.57,8780.0,328.0,,,,,,,,,
YouTube,YO_761396,reel,2024-02-20 04:41:12,@byrdfrederick,860185,11073,7331,9146,293789,9.38,"['#Fit', '#Gaming']",0.96,Education,46.24,5641.0,267.0,,,,,,,,,
Twitter,TW_118679,reel,2024-02-29 17:46:36,@aaronromero,1491094,49457,1659,16351,938425,7.19,"['#Gaming', '#Tech']",0.83,Education,,,,3595.0,958.0,794375.0,,,,,,
Instagram,IN_174610,short_video,2024-05-28 15:23:10,@dustinsantiago,853855,9495,4597,12658,296799,9.01,"['#Gaming', '#Fashion']",-0.09,Fitness,,,,,,,3411.0,10045.0,False,,,
Facebook,FA_204342,reel,2024-09-11 07:04:55,@lindseycassandra,58286,3932,1827,2814,881837,0.97,"['#Fashion', '#Tech']",0.51,Gaming,,,,,,,,,,,,
TikTok,TI_968555,image,2024-02-11 04:19:22,@jenniferdavis,1019212,12497,4551,15420,198818,16.33,"['#Fit', '#Fashion']",0.34,Gaming,,,,,,,,,,box,378.0,#shake
Twitter,TW_273838,reel,2024-08-05 19:54:26,@leslie69,1506992,44177,5944,18601,111395,61.69,"['#Fit', '#Fashion']",0.83,Fitness,,,,42.0,370.0,792553.0,,,,,,
Instagram,IN_722848,short_video,2024-07-24 10:40:47,@christian69,1806855,42121,8172,14132,913227,7.05,"['#Fit', '#Tech']",-0.15,Gaming,,,,,,,4524.0,8632.0,False,,,
TikTok,TI_900753,image,2024-09-16 10:53:37,@ymiller,179924,29201,832,13352,102384,42.37,"['#Gaming', '#Tech']",0.19,Gaming,,,,,,,,,,resource,103.0,#move
Twitter,TW_179618,reel,2024-04-16 07:29:10,@ndickerson,1134136,41095,772,19201,849077,7.19,"['#Gaming', '#Tech']",0.98,Tech,,,,4089.0,264.0,678585.0,,,,,,
Twitter,TW_316164,image,2024-07-08 00:45:57,@ofritz,1711101,41296,3616,833,128469,35.61,"['#Tech', '#Life']",0.11,Fitness,,,,1302.0,1716.0,556800.0,,,,,,
TikTok,TI_210873,video,2024-10-02 22:23:04,@cheryllee,946474,48441,112,10652,283377,20.89,"['#Tech', '#Gaming']",0.49,Fitness,,,,,,,,,,address,42.0,#human
YouTube,YO_149475,reel,2024-02-02 07:29:14,@connor17,1303938,32081,854,421,247550,13.47,"['#Fashion', '#Gaming']",0.74,Gaming,48.49,5456.0,670.0,,,,,,,,,
YouTube,YO_626400,reel,2024-10-31 09:45:28,@cruzcharles,1151132,25621,1325,19550,781222,5.95,"['#Fit', '#Fashion']",-0.01,Fitness,50.16,1346.0,249.0,,,,,,,,,
LinkedIn,LI_525863,video,2024-11-20 23:05:22,@yburns,1965457,45013,4869,9834,482624,12.37,"['#Life', '#Gaming']",-0.19,Fitness,,,,,,,,,,,,
YouTube,YO_156857,short_video,2024-02-27 06:44:20,@kleincassandra,1637827,30833,4293,10999,305659,15.09,"['#Fit', '#Tech']",0.86,Tech,6.36,236.0,402.0,,,,,,,,,
Twitter,TW_857426,image,2024-06-04 05:40:47,@bradleybrian,667570,24422,6664,14457,123568,36.86,"['#Tech', '#Fit']",0.19,Tech,,,,1091.0,1118.0,683918.0,,,,,,
Instagram,IN_583337,video,2024-09-02 16:21:51,@mcbridekara,1243726,12429,2831,8223,985210,2.38,"['#Tech', '#Life']",0.47,Fitness,,,,,,,4562.0,18017.0,True,,,
YouTube,YO_960029,video,2024-07-20 14:33:19,@lyonspatricia,1572762,27700,1265,16220,919459,4.91,"['#Tech', '#Fashion']",0.67,Gaming,4.17,2580.0,496.0,,,,,,,,,
Facebook,FA_567088,video,2024-11-16 17:17:48,@jenniferking,1985275,43266,9509,18581,813878,8.77,"['#Fit', '#Tech']",-0.89,Education,,,,,,,,,,,,
Facebook,FA_343114,video,2024-04-18 07:34:07,@lindsey70,890100,44293,6479,6363,460422,12.41,"['#Fit', '#Tech']",-0.87,Tech,,,,,,,,,,,,
YouTube,YO_546110,image,2024-08-30 21:40:06,@larnold,1835327,24076,7488,13100,423878,10.54,"['#Fit', '#Fashion']",-0.74,Gaming,41.42,4212.0,93.0,,,,,,,,,
LinkedIn,LI_590670,short_video,2024-08-21 10:35:13,@padams,3849,37078,2524,16779,888961,6.34,"['#Gaming', '#Fit']",-0.32,Gaming,,,,,,,,,,,,
Twitter,TW_172267,short_video,2024-11-09 16:42:53,@brownkelsey,1836745,46326,5996,11806,125016,51.3,"['#Gaming', '#Fit']",-0.78,Education,,,,1805.0,1769.0,24418.0,,,,,,
Twitter,TW_237763,reel,2024-02-19 01:31:32,@marshallrenee,307141,30522,2604,5484,9580,403.03,"['#Life', '#Gaming']",-0.53,Tech,,,,361.0,1402.0,824216.0,,,,,,
YouTube,YO_992471,video,2024-06-08 06:30:58,@jhart,336486,35457,7706,9810,376592,14.07,"['#Gaming', '#Life']",0.19,Fashion,36.32,159.0,894.0,,,,,,,,,
LinkedIn,LI_815363,image,2024-02-13 04:47:09,@ohall,304978,6881,4018,9514,786831,2.59,"['#Fit', '#Life']",0.53,Fashion,,,,,,,,,,,,
TikTok,TI_791587,reel,2024-01-29 05:08:39,@rojasscott,1489841,19503,6003,17520,284016,15.15,"['#Gaming', '#Fashion']",-0.37,Education,,,,,,,,,,analysis,235.0,#force
Facebook,FA_470984,video,2024-05-18 12:16:34,@brownelizabeth,1661312,29546,7154,2710,819694,4.81,"['#Fit', '#Gaming']",-0.23,Education,,,,,,,,,,,,
TikTok,TI_920242,reel,2024-09-05 07:10:54,@jclarke,208895,29764,389,19552,925131,5.37,"['#Gaming', '#Fashion']",-0.56,Tech,,,,,,,,,,price,193.0,#Congress
TikTok,TI_521433,short_video,2024-07-12 01:34:25,@sylvia95,1711307,32708,6645,2761,826344,5.1,"['#Life', '#Tech']",-0.73,Tech,,,,,,,,,,enter,438.0,#clearly
TikTok,TI_319945,short_video,2024-02-20 17:57:28,@christine14,1197440,2440,1568,17666,200454,10.81,"['#Tech', '#Fit']",0.44,Education,,,,,,,,,,citizen,113.0,#provide
TikTok,TI_877781,reel,2024-04-22 02:29:52,@kesparza,160060,22605,2277,10586,211369,16.78,"['#Gaming', '#Life']",-0.85,Education,,,,,,,,,,mind,172.0,#until
YouTube,YO_533931,image,2024-07-24 04:44:20,@vincentlewis,1564169,26635,5457,973,824949,4.01,"['#Tech', '#Gaming']",0.93,Fashion,18.0,608.0,469.0,,,,,,,,,
Instagram,IN_252840,short_video,2024-09-04 08:06:11,@arthurharris,533626,31543,1054,9554,647663,6.51,"['#Fashion', '#Fit']",-0.73,Fashion,,,,,,,1036.0,18732.0,True,,,
Facebook,FA_947565,reel,2024-05-22 14:22:51,@johnsonkaitlyn,1143970,41425,8699,6521,603694,9.38,"['#Fit', '#Life']",-0.58,Education,,,,,,,,,,,,
LinkedIn,LI_870200,image,2024-12-16 02:28:27,@edgar39,871364,37614,3706,19874,721784,8.48,"['#Fit', '#Gaming']",0.93,Education,,,,,,,,,,,,
LinkedIn,LI_406465,video,2024-09-13 12:46:59,@george64,822226,37092,4047,15492,270358,20.95,"['#Fit', '#Life']",0.42,Fitness,,,,,,,,,,,,
Twitter,TW_441684,short_video,2024-07-29 16:38:24,@esingh,897173,40057,2501,14442,757669,7.52,"['#Fit', '#Life']",0.78,Fashion,,,,394.0,1113.0,721177.0,,,,,,
Instagram,IN_920288,reel,2024-01-26 12:07:44,@zroberts,535865,30964,4894,17920,661670,8.13,"['#Fit', '#Fashion']",0.47,Fitness,,,,,,,3253.0,11568.0,True,,,
YouTube,YO_330532,image,2024-03-09 15:05:52,@lfrank,393069,17551,3360,3576,740403,3.31,"['#Life', '#Fashion']",0.35,Tech,13.01,2897.0,55.0,,,,,,,,,
Facebook,FA_673998,video,2024-03-08 11:43:22,@kelseyjackson,1836608,15213,908,18032,577594,5.91,"['#Fit', '#Tech']",-0.78,Gaming,,,,,,,,,,,,
YouTube,YO_383460,image,2024-11-06 04:36:47,@stephaniewilliams,741889,43759,946,6756,894718,5.75,"['#Fit', '#Fashion']",0.73,Tech,23.07,4324.0,268.0,,,,,,,,,
Twitter,TW_218434,image,2024-01-15 00:02:52,@alexandria51,368075,48496,5097,11995,528702,12.41,"['#Life', '#Fashion']",0.98,Tech,,,,302.0,80.0,345983.0,,,,,,
LinkedIn,LI_137779,video,2024-08-04 02:21:42,@foxsandra,478148,12812,9421,3968,697729,3.76,"['#Fit', '#Tech']",-0.2,Education,,,,,,,,,,,,
LinkedIn,LI_851304,reel,2024-04-09 16:57:22,@barry30,1791678,27778,8147,7439,131862,32.89,"['#Life', '#Fit']",-0.74,Fashion,,,,,,,,,,,,
Instagram,IN_728103,short_video,2024-04-16 06:20:07,@dickersonmason,1782041,47657,2360,5391,177565,31.2,"['#Fashion', '#Fit']",-0.23,Gaming,,,,,,,4943.0,5214.0,False,,,
LinkedIn,LI_392733,reel,2024-06-09 23:25:00,@douglassummer,1941573,6237,6051,5379,528872,3.34,"['#Gaming', '#Fit']",-0.48,Education,,,,,,,,,,,,
TikTok,TI_873096,short_video,2024-04-10 08:29:48,@mayjennifer,1591352,20246,2766,18180,96360,42.75,"['#Life', '#Gaming']",0.48,Tech,,,,,,,,,,officer,64.0,#name
TikTok,TI_638876,short_video,2024-12-18 15:48:37,@jenniferwalker,1202793,48159,5025,8768,832161,7.44,"['#Gaming', '#Fit']",-0.14,Fashion,,,,,,,,,,ball,266.0,#sense
YouTube,YO_311844,short_video,2024-09-18 00:15:24,@lhernandez,1991094,49815,1443,4381,9612,578.85,"['#Tech', '#Fashion']",0.18,Fashion,37.29,5510.0,998.0,,,,,,,,,
Instagram,IN_658033,short_video,2024-01-20 08:01:24,@shaunmedina,873338,16554,5890,17430,427352,9.33,"['#Fit', '#Life']",0.63,Education,,,,,,,4962.0,13593.0,True,,,
Twitter,TW_731528,short_video,2024-01-20 12:51:16,@crystal30,1670706,36559,8201,7722,631370,8.31,"['#Life', '#Fashion']",-0.27,Gaming,,,,2509.0,772.0,815966.0,,,,,,
LinkedIn,LI_908691,image,2024-07-23 12:46:13,@jenna76,17907,20401,6798,17499,555713,8.04,"['#Life', '#Fashion']",0.89,Tech,,,,,,,,,,,,
Instagram,IN_363278,image,2024-02-19 12:48:45,@uweaver,1104975,17237,5504,6711,336927,8.74,"['#Gaming', '#Tech']",-0.07,Fitness,,,,,,,2499.0,7674.0,True,,,
LinkedIn,LI_837551,reel,2024-03-12 09:35:24,@joseph12,558942,46231,4909,346,799538,6.44,"['#Tech', '#Gaming']",-0.07,Education,,,,,,,,,,,,
YouTube,YO_920689,video,2024-09-10 03:09:01,@kcarpenter,195171,2741,9573,2541,625449,2.38,"['#Fit', '#Tech']",-0.15,Education,26.29,4849.0,387.0,,,,,,,,,
Instagram,IN_439550,reel,2024-03-18 03:02:44,@emay,964193,43483,4790,8098,7446,757.06,"['#Life', '#Fit']",-0.04,Tech,,,,,,,1751.0,18513.0,True,,,
YouTube,YO_612241,image,2024-02-02 01:20:50,@zjones,383889,43388,1706,9812,247911,22.15,"['#Fashion', '#Life']",-0.92,Tech,47.19,9724.0,867.0,,,,,,,,,
YouTube,YO_439859,short_video,2024-11-09 08:38:32,@leejorge,1463334,13023,8347,17936,734402,5.35,"['#Life', '#Tech']",-0.03,Fashion,10.64,5798.0,761.0,,,,,,,,,
LinkedIn,LI_239809,image,2024-11-06 03:06:00,@gibsontony,1773345,29476,3541,3962,561708,6.58,"['#Life', '#Fashion']",-0.02,Gaming,,,,,,,,,,,,
TikTok,TI_532731,reel,2024-02-06 13:12:24,@shernandez,1456943,3605,1496,3896,498208,1.81,"['#Tech', '#Fashion']",-0.73,Fitness,,,,,,,,,,likely,371.0,#mission
LinkedIn,LI_702621,reel,2024-02-08 03:57:08,@owenschristopher,1367350,27953,3172,10771,398862,10.5,"['#Fashion', '#Gaming']",-0.54,Fashion,,,,,,,,,,,,
TikTok,TI_120386,short_video,2024-03-17 22:50:25,@lisa00,670589,42254,1191,3834,997118,4.74,"['#Fashion', '#Life']",0.44,Fitness,,,,,,,,,,civil,159.0,#what
Twitter,TW_384494,short_video,2024-08-11 06:23:08,@bgraham,770397,9302,1565,14892,893915,2.88,"['#Fit', '#Life']",-0.2,Fashion,,,,4016.0,309.0,706437.0,,,,,,
Facebook,FA_477447,image,2024-01-11 20:08:38,@ctaylor,469043,46756,5534,15696,384979,17.66,"['#Life', '#Gaming']",0.92,Fitness,,,,,,,,,,,,
YouTube,YO_983655,image,2024-01-22 15:27:05,@larrychen,1242697,37055,3214,752,198358,20.68,"['#Life', '#Tech']",-0.45,Fashion,35.99,5511.0,19.0,,,,,,,,,
Facebook,FA_159436,short_video,2024-12-05 14:20:39,@lisasimon,739221,8304,3382,2547,75457,18.86,"['#Fashion', '#Gaming']",-0.33,Fitness,,,,,,,,,,,,
LinkedIn,LI_367732,reel,2024-01-07 17:56:54,@kristenedwards,874182,37781,3560,15248,132756,42.63,"['#Life', '#Gaming']",-0.82,Education,,,,,,,,,,,,
Instagram,IN_441141,video,2024-05-30 12:30:51,@debrabrown,737981,2013,9878,12078,827048,2.9,"['#Life', '#Fashion']",0.64,Tech,,,,,,,3246.0,6153.0,True,,,
Instagram,IN_299041,image,2024-08-20 17:32:51,@mspencer,1195046,10711,6073,14055,235297,13.11,"['#Gaming', '#Fit']",0.06,Fashion,,,,,,,3626.0,11176.0,True,,,
Twitter,TW_510009,short_video,2024-12-17 17:17:39,@adriennegomez,43486,4007,1429,12078,611781,2.86,"['#Fashion', '#Tech']",-0.7,Fitness,,,,2978.0,511.0,99557.0,,,,,,
Instagram,IN_233333,image,2024-02-15 15:13:41,@robert56,1961655,25070,7346,4295,710230,5.17,"['#Gaming', '#Fashion']",0.48,Gaming,,,,,,,1503.0,4774.0,True,,,
YouTube,YO_776327,image,2024-10-12 20:07:30,@donaldmccoy,752386,38065,9610,11508,484361,12.22,"['#Life', '#Tech']",0.22,Tech,44.26,7693.0,674.0,,,,,,,,,
YouTube,YO_109851,video,2024-03-29 10:04:06,@smithjesse,502345,34025,2728,9037,322321,14.21,"['#Tech', '#Gaming']",-0.02,Tech,15.37,1807.0,250.0,,,,,,,,,
YouTube,YO_588756,video,2024-11-12 11:51:40,@qhuff,374373,5359,9628,553,165810,9.37,"['#Life', '#Gaming']",0.62,Fashion,14.51,9030.0,762.0,,,,,,,,,
LinkedIn,LI_277831,reel,2024-10-16 09:46:03,@pricelisa,498801,27170,2689,3650,760010,4.41,"['#Tech', '#Life']",-0.5,Fitness,,,,,,,,,,,,
LinkedIn,LI_250809,reel,2024-08-26 00:49:10,@jeremy61,367539,35204,8333,867,658890,6.74,"['#Life', '#Gaming']",0.18,Fashion,,,,,,,,,,,,
TikTok,TI_472979,reel,2024-03-28 17:22:05,@sherrivalenzuela,221962,46178,5939,4582,870942,6.51,"['#Fashion', '#Gaming']",-0.15,Fashion,,,,,,,,,,worker,232.0,#natural
LinkedIn,LI_218291,video,2024-05-30 19:02:18,@psmith,1509873,31065,1421,4422,449381,8.21,"['#Fit', '#Life']",-0.25,Gaming,,,,,,,,,,,,
Instagram,IN_987355,short_video,2024-03-26 17:33:46,@ellisonmichelle,1157451,32423,2883,10462,856305,5.34,"['#Gaming', '#Fit']",0.18,Gaming,,,,,,,338.0,15472.0,False,,,
Facebook,FA_895259,image,2024-08-02 01:41:11,@sean14,991820,27908,9023,633,175138,21.45,"['#Fashion', '#Fit']",0.17,Tech,,,,,,,,,,,,
Twitter,TW_571259,short_video,2024-11-15 17:11:01,@maria99,200276,44624,7598,3804,73208,76.53,"['#Fit', '#Tech']",-0.71,Education,,,,348.0,73.0,768297.0,,,,,,
YouTube,YO_510564,image,2024-10-15 14:21:27,@hallmichael,1710700,19660,940,11366,950056,3.36,"['#Fit', '#Fashion']",0.18,Education,54.24,3011.0,571.0,,,,,,,,,
Facebook,FA_392402,image,2024-11-30 12:05:23,@rrose,1620951,14226,5709,8704,883653,3.24,"['#Gaming', '#Fit']",0.29,Fitness,,,,,,,,,,,,
Twitter,TW_715325,image,2024-10-25 16:47:19,@kristenthomas,401051,7950,1817,6088,367392,4.32,"['#Tech', '#Fit']",0.99,Education,,,,4650.0,1067.0,513166.0,,,,,,
YouTube,YO_609678,video,2024-06-12 21:42:43,@ashley27,1652001,24502,1548,2422,88472,32.18,"['#Tech', '#Fit']",0.13,Fashion,41.78,2281.0,937.0,,,,,,,,,
TikTok,TI_544719,reel,2024-08-03 20:43:12,@williamcarpenter,155857,48656,2490,11849,599193,10.51,"['#Life', '#Tech']",0.74,Gaming,,,,,,,,,,may,441.0,#send
LinkedIn,LI_860646,video,2024-03-23 22:48:59,@kimberly36,1924284,48599,3406,16654,570148,12.04,"['#Fit', '#Tech']",0.66,Tech,,,,,,,,,,,,
LinkedIn,LI_575060,video,2024-05-20 23:07:17,@wellstanner,1640338,1604,3382,383,826154,0.65,"['#Fashion', '#Fit']",-0.03,Education,,,,,,,,,,,,
Instagram,IN_933914,video,2024-08-13 03:31:20,@lucaswilson,1610194,21498,5426,12686,552480,7.17,"['#Fit', '#Life']",0.81,Tech,,,,,,,1634.0,10997.0,True,,,
Twitter,TW_135417,image,2024-11-29 09:10:34,@nicholashoward,1892463,16480,9354,5212,961979,3.23,"['#Fashion', '#Fit']",-0.23,Tech,,,,4921.0,1478.0,297045.0,,,,,,
Facebook,FA_842814,short_video,2024-08-13 21:04:42,@veronicablake,352640,28339,5536,2327,663200,5.46,"['#Fit', '#Life']",0.76,Tech,,,,,,,,,,,,
LinkedIn,LI_612090,video,2024-04-11 08:16:03,@michaeljohnson,1720346,3934,516,13555,796767,2.26,"['#Fit', '#Fashion']",-0.18,Tech,,,,,,,,,,,,
TikTok,TI_359238,reel,2024-01-19 11:58:27,@michelle90,698950,14642,8662,17715,79711,51.46,"['#Gaming', '#Fashion']",0.69,Education,,,,,,,,,,skill,223.0,#response
YouTube,YO_765718,video,2024-02-04 08:34:22,@catherinehart,645806,11791,1257,18489,53870,58.54,"['#Fit', '#Life']",-0.17,Tech,15.08,6439.0,758.0,,,,,,,,,
Facebook,FA_747719,image,2024-09-30 14:50:45,@shawn60,933685,2276,381,3154,654602,0.89,"['#Life', '#Tech']",0.36,Tech,,,,,,,,,,,,
