platform,product_id,product_name,category,price,discount,sales_volume,ratings,reviews,seller_name,trend_score,search_rank,click_through_rate,assured_tag,exchange_offered,amazon_choice_badge,fulfillment_type,fashion_size,outfit_recommendations
Meesho,MEE_993096,Ergonomic logistical framework,Fitness,136.85,30%,2145,2.3,413,Schmidt-Davis,38,#72,2.4%,,,,,,
Myntra,MYN_965711,Re-contextualized client-server help-desk,Electronics,208.45,6%,7118,4.1,1525,"Allen, Williams and Bradley",87,#26,3.23%,,,,,L,True
Myntra,MYN_910394,Quality-focused 3rdgeneration customer loyalty,Beauty,457.88,29%,9220,3.8,1249,Hess Group,10,#42,7.28%,,,,,S,True
Amazon,AMA_226095,Managed secondary info-mediaries,Fitness,416.77,12%,2996,1.2,1570,Jones LLC,55,#14,3.64%,,,False,FBM,,
Myntra,MYN_219202,Focused maximized hub,Beauty,256.0,47%,8969,2.8,1404,Cox-Gonzalez,30,#33,9.29%,,,,,S,True
Myntra,MYN_554670,Mandatory content-based parallelism,Beauty,119.01,50%,6654,5.0,1434,"Jenkins, May and Poole",24,#91,4.13%,,,,,XL,True
Amazon,AMA_810776,Optimized dynamic data-warehouse,Electronics,28.75,29%,6790,3.0,1109,"Burns, Davis and Roberts",26,#45,5.83%,,,True,FBM,,
Amazon,AMA_725913,Synergistic high-level solution,Beauty,188.81,7%,1991,4.4,8,Harrison-Cooper,12,#3,1.07%,,,False,FBM,,
Amazon,AMA_970028,Implemented zero administration array,Beauty,243.18,28%,2622,1.8,1275,Wallace PLC,98,#5,7.06%,,,True,FBM,,
Flipkart,FLI_268446,Persevering static definition,Beauty,254.33,12%,3574,2.3,1218,"Moyer, Richardson and Roberts",24,#57,2.1%,False,False,,,,
Flipkart,FLI_167357,Persevering methodical process improvement,Fitness,461.5,41%,5629,2.9,1763,Cisneros-Church,12,#53,1.81%,True,True,,,,
Flipkart,FLI_216513,Programmable global firmware,Electronics,497.02,1%,1066,3.7,1583,Roman-Jennings,93,#15,0.77%,False,True,,,,
Meesho,MEE_534361,Realigned fault-tolerant frame,Fashion,85.76,23%,2085,4.5,1439,Chan Inc,63,#68,5.46%,,,,,,
Amazon,AMA_734314,Multi-tiered stable application,Fitness,6.89,18%,8624,3.9,1946,Salazar-Torres,16,#21,7.23%,,,True,FBA,,
Amazon,AMA_158352,Profound bifurcated time-frame,Electronics,389.23,35%,9574,4.5,352,"Hess, Farley and Bowers",80,#48,6.83%,,,True,FBA,,
Myntra,MYN_435235,Face-to-face dedicated moderator,Home,275.74,47%,1820,4.1,1424,"Steele, Guerrero and Burke",71,#68,3.21%,,,,,XL,False
Flipkart,FLI_348110,Virtual clear-thinking instruction set,Electronics,298.62,36%,1607,5.0,628,Serrano Inc,92,#66,9.74%,True,False,,,,
Meesho,MEE_740123,Re-contextualized asynchronous knowledge user,Beauty,470.93,33%,7120,1.2,63,"Lewis, Page and Hancock",35,#98,5.46%,,,,,,
Meesho,MEE_511694,Re-engineered responsive application,Fashion,186.32,3%,5638,2.3,1471,"Sherman, Graham and Stephenson",8,#81,4.29%,,,,,,
Myntra,MYN_321128,Mandatory content-based portal,Beauty,306.37,49%,7712,1.5,1968,"Moore, Robinson and Wolfe",68,#72,1.58%,,,,,XL,True
Flipkart,FLI_852055,Synergized tertiary circuit,Fashion,420.9,50%,2797,3.5,1922,Ramirez LLC,16,#29,5.61%,True,False,,,,
Amazon,AMA_365097,Extended contextually-based software,Home,147.64,44%,5582,4.0,348,"Curry, Osborn and Duarte",48,#98,9.48%,,,True,FBA,,
Myntra,MYN_755380,Quality-focused bandwidth-monitored budgetary management,Beauty,96.04,10%,1246,1.7,1208,"Ward, Bradley and Kelly",26,#80,5.34%,,,,,M,True
Amazon,AMA_808556,Customizable uniform emulation,Electronics,264.81,36%,977,4.1,1941,"Jones, Avila and Pearson",44,#58,7.27%,,,False,FBA,,
Amazon,AMA_795565,Down-sized mission-critical complexity,Beauty,61.97,27%,8960,1.5,868,"Jones, Massey and Butler",28,#30,0.77%,,,False,FBM,,
Amazon,AMA_926439,Ameliorated 24hour toolset,Fashion,210.35,15%,6116,2.7,1861,Mullins-Jackson,89,#56,7.24%,,,True,FBM,,
Amazon,AMA_252727,Cross-platform bi-directional policy,Fitness,9.25,47%,4806,2.5,1965,"Moore, King and Owens",43,#12,2.97%,,,True,FBA,,
Meesho,MEE_684931,Horizontal executive capability,Fashion,362.5,8%,2980,1.7,332,"Simon, Mercado and Schultz",26,#18,4.42%,,,,,,
Flipkart,FLI_502964,Extended secondary website,Beauty,333.79,28%,6114,4.1,490,Daniel PLC,35,#93,6.97%,True,True,,,,
Amazon,AMA_746733,Intuitive empowering analyzer,Fitness,286.44,7%,6879,4.9,1767,Hayes-Meyer,53,#36,1.28%,,,False,FBA,,
Myntra,MYN_900773,Balanced 6thgeneration toolset,Beauty,139.52,49%,4019,3.4,920,Johnson-Lee,75,#99,2.65%,,,,,L,False
Flipkart,FLI_996074,Configurable asymmetric system engine,Fitness,76.98,15%,2586,4.9,686,Bradford Ltd,3,#17,5.11%,False,True,,,,
Amazon,AMA_593861,Networked directional extranet,Fitness,67.35,10%,9174,2.1,1976,Smith and Sons,18,#50,1.77%,,,True,FBM,,
Myntra,MYN_616471,Public-key holistic intranet,Home,353.14,24%,2612,4.5,1573,"Torres, Tran and Bryant",68,#73,1.37%,,,,,M,True
Amazon,AMA_192642,Monitored interactive contingency,Fitness,213.91,50%,9957,2.7,1861,Howell PLC,35,#68,6.13%,,,True,FBM,,
Myntra,MYN_468998,Organized 24hour orchestration,Beauty,233.6,23%,2105,1.5,1416,Price PLC,75,#30,9.53%,,,,,L,True
Meesho,MEE_321320,Self-enabling background core,Fitness,425.59,15%,7241,1.3,1447,"Phelps, Roth and Cross",11,#74,2.02%,,,,,,
Flipkart,FLI_905147,Monitored bifurcated system engine,Fashion,96.51,20%,7955,1.0,43,"Ruiz, Watts and Clark",2,#79,8.81%,False,False,,,,
Meesho,MEE_857765,Digitized zero administration standardization,Home,187.5,13%,2193,4.5,199,Thomas Inc,56,#2,5.96%,,,,,,
Meesho,MEE_875028,Cloned zero-defect methodology,Fitness,303.3,0%,3637,4.0,208,Rodriguez PLC,75,#85,9.67%,,,,,,
Myntra,MYN_620336,Monitored 4thgeneration application,Fashion,84.31,20%,8860,3.4,1399,Huff-Young,90,#25,5.98%,,,,,L,False
Meesho,MEE_740307,Cloned regional toolset,Beauty,433.32,47%,5024,1.8,250,Murphy-Rodgers,9,#88,7.34%,,,,,,
Meesho,MEE_791666,Multi-tiered asynchronous projection,Fitness,370.49,1%,3872,4.0,680,"Wilson, Potter and Brown",29,#50,7.61%,,,,,,
Myntra,MYN_749917,Pre-emptive foreground alliance,Electronics,182.97,17%,5968,4.1,1865,Johnson-Farmer,98,#30,9.56%,,,,,XL,True
Meesho,MEE_258556,Object-based motivating migration,Beauty,178.92,49%,2423,1.5,562,Dorsey-Henson,63,#79,2.43%,,,,,,
Meesho,MEE_898472,Polarized exuding service-desk,Home,488.92,19%,437,2.9,1799,Banks Group,39,#85,5.0%,,,,,,
Flipkart,FLI_676169,Inverse web-enabled core,Electronics,425.18,45%,9308,2.4,781,Ross-Johnson,65,#88,4.95%,True,True,,,,
Myntra,MYN_635171,Upgradable homogeneous contingency,Beauty,430.71,4%,3058,3.7,469,Henry-Kelly,32,#70,1.66%,,,,,M,False
Amazon,AMA_804264,Re-engineered asymmetric matrices,Home,117.32,3%,2346,1.7,822,Banks LLC,16,#49,8.4%,,,True,FBM,,
Meesho,MEE_990501,Exclusive even-keeled interface,Home,387.71,44%,6337,3.0,1647,Rodriguez LLC,65,#66,5.21%,,,,,,
Amazon,AMA_268417,Organic fresh-thinking intranet,Home,390.17,9%,1360,1.7,62,"Barry, Rodriguez and Cox",84,#71,6.54%,,,False,FBA,,
Flipkart,FLI_773569,Face-to-face zero administration support,Home,344.09,1%,8791,3.5,361,"Smith, Robinson and Patterson",79,#43,5.55%,True,True,,,,
Flipkart,FLI_823774,Vision-oriented 5thgeneration complexity,Electronics,326.84,39%,8239,2.8,1341,Reed-Black,95,#22,5.05%,True,True,,,,
Amazon,AMA_787839,Front-line zero-defect benchmark,Home,237.98,44%,5405,2.3,1719,"Monroe, Walker and Sanchez",28,#86,0.46%,,,True,FBA,,
Myntra,MYN_398799,Phased background toolset,Electronics,176.97,33%,9429,2.4,1341,Hernandez-Ford,51,#90,1.84%,,,,,S,True
Flipkart,FLI_315129,Integrated scalable groupware,Beauty,286.19,32%,5060,1.8,252,Vasquez-Moses,30,#41,5.22%,False,True,,,,
Flipkart,FLI_702309,Networked full-range protocol,Fashion,120.2,40%,6025,1.2,514,Ellis-Bridges,43,#24,0.32%,True,False,,,,
Myntra,MYN_888230,Configurable systemic groupware,Electronics,246.02,45%,1076,2.1,1156,Edwards Inc,29,#45,0.23%,,,,,L,False
Myntra,MYN_725666,Face-to-face upward-trending benchmark,Beauty,462.4,32%,977,1.9,1583,Jones Inc,37,#97,7.5%,,,,,M,True
Flipkart,FLI_261548,Phased background array,Fashion,197.98,30%,6703,3.2,1821,"Murphy, Abbott and Shelton",4,#2,2.41%,True,False,,,,
Meesho,MEE_574088,Switchable foreground artificial intelligence,Fitness,44.45,41%,3296,2.5,76,"Anderson, Wilkinson and Hess",29,#50,3.56%,,,,,,
Amazon,AMA_726802,Polarized global initiative,Fitness,307.18,21%,9484,4.5,695,"Turner, Porter and Gillespie",55,#49,9.36%,,,True,FBM,,
Meesho,MEE_455553,Secured logistical open system,Beauty,88.55,33%,2297,3.3,350,"Hickman, Conley and Moses",38,#61,7.39%,,,,,,
Amazon,AMA_190269,Down-sized demand-driven Graphic Interface,Electronics,387.39,38%,3666,2.7,287,Johnson-Matthews,62,#98,8.51%,,,True,FBM,,
Meesho,MEE_834004,Synergistic scalable projection,Fashion,324.16,44%,1198,3.1,1847,Baird-Brown,11,#31,4.45%,,,,,,
Flipkart,FLI_954902,Programmable national software,Beauty,108.72,20%,6311,1.3,338,"Adams, Best and Williams",22,#92,6.85%,True,True,,,,
Myntra,MYN_713067,Grass-roots next generation service-desk,Beauty,37.17,44%,9892,2.4,1616,Baker-Sims,41,#2,0.46%,,,,,L,True
Flipkart,FLI_412147,Exclusive transitional leverage,Electronics,385.99,46%,4140,3.9,1377,Meyer Ltd,30,#75,2.18%,False,True,,,,
Meesho,MEE_367112,Implemented contextually-based implementation,Fitness,409.15,50%,7446,4.9,61,Ayers Ltd,43,#94,4.48%,,,,,,
Myntra,MYN_915842,Profit-focused analyzing Internet solution,Home,13.93,17%,4006,1.3,1841,Mckinney PLC,55,#72,1.59%,,,,,M,False
Meesho,MEE_804722,Innovative 5thgeneration application,Fashion,426.33,28%,9199,3.4,1962,"Delacruz, Lewis and Weaver",71,#45,4.47%,,,,,,
Myntra,MYN_233621,Quality-focused user-facing hardware,Electronics,497.75,0%,1057,3.5,1544,"Hester, Adams and Kane",55,#67,7.69%,,,,,XL,False
Amazon,AMA_132245,Synergized composite Graphical User Interface,Fitness,244.47,12%,6707,4.3,174,"Acosta, Simmons and Hendrix",82,#4,7.39%,,,True,FBA,,
Flipkart,FLI_598769,Customer-focused high-level circuit,Electronics,156.63,6%,4279,3.3,48,Young-Perez,0,#8,5.34%,True,True,,,,
Myntra,MYN_567390,Extended multi-state moderator,Fashion,497.91,29%,4335,1.3,701,"Wang, Schroeder and Perez",46,#85,8.36%,,,,,M,False
Amazon,AMA_211133,Multi-lateral composite forecast,Home,153.25,42%,9222,3.0,381,Kennedy-Ferguson,58,#65,6.5%,,,False,FBA,,
Flipkart,FLI_413601,Integrated high-level challenge,Beauty,294.93,29%,9482,4.3,1892,Watson-Romero,75,#19,9.77%,False,True,,,,
Amazon,AMA_587187,Synergistic needs-based Graphic Interface,Home,11.21,38%,8039,1.3,119,"Hall, Meadows and Jones",74,#69,7.34%,,,False,FBM,,
Flipkart,FLI_229663,Compatible motivating leverage,Beauty,157.71,50%,568,1.8,947,Mendez-Turner,35,#70,8.13%,False,False,,,,
Amazon,AMA_140140,Sharable eco-centric alliance,Beauty,161.48,38%,5078,3.8,1812,"Alvarez, Rush and Norris",49,#28,3.18%,,,True,FBM,,
Amazon,AMA_939839,Fully-configurable real-time open system,Beauty,394.71,41%,1366,4.8,1557,Johnson-Buchanan,92,#69,2.05%,,,False,FBM,,
Amazon,AMA_814790,Mandatory explicit methodology,Beauty,299.06,30%,1539,1.8,649,Santiago Group,84,#53,2.23%,,,True,FBA,,
Amazon,AMA_373067,Re-engineered contextually-based complexity,Beauty,271.57,23%,8050,4.9,147,Gonzalez and Sons,58,#90,9.63%,,,True,FBM,,
Flipkart,FLI_928348,Customer-focused responsive firmware,Electronics,394.47,49%,7348,4.4,194,"Riggs, Jackson and Haley",51,#43,3.29%,False,True,,,,
Flipkart,FLI_560881,Configurable background analyzer,Fashion,210.77,0%,5366,4.5,1654,"Johnson, Gomez and Guzman",58,#28,7.01%,False,True,,,,
Flipkart,FLI_340898,Customer-focused cohesive architecture,Electronics,152.99,18%,7336,3.1,1877,Schwartz and Sons,54,#71,6.94%,True,True,,,,
Flipkart,FLI_657612,Devolved context-sensitive model,Beauty,17.98,38%,2473,1.2,1011,"Jones, Nixon and Durham",90,#79,0.69%,True,True,,,,
Meesho,MEE_420541,Distributed regional framework,Home,413.26,16%,7443,1.2,780,Webster-Payne,77,#79,0.45%,,,,,,
Meesho,MEE_206303,Advanced well-modulated initiative,Electronics,14.64,33%,4905,3.8,790,Mcbride LLC,92,#86,1.69%,,,,,,
Flipkart,FLI_506602,Customer-focused eco-centric interface,Fitness,368.61,16%,8416,1.3,1892,Bullock Inc,0,#48,2.99%,True,False,,,,
Amazon,AMA_807332,Right-sized attitude-oriented infrastructure,Home,38.21,3%,156,4.7,1764,"Zimmerman, Adams and Smith",35,#32,0.48%,,,False,FBA,,
Flipkart,FLI_935230,Right-sized high-level installation,Fashion,182.53,44%,47,4.1,296,Davis-Knight,22,#9,9.17%,True,True,,,,
Flipkart,FLI_840590,Synergized foreground matrix,Fashion,20.86,18%,1978,3.8,123,Oliver-Gomez,82,#22,5.06%,False,False,,,,
Flipkart,FLI_180826,Enhanced multi-state interface,Home,419.59,4%,7968,1.7,664,"Calhoun, Wilson and Brady",90,#45,5.86%,True,True,,,,
Amazon,AMA_750827,Phased bi-directional core,Beauty,434.13,21%,6064,3.0,732,Green Inc,98,#18,1.32%,,,True,FBM,,
Flipkart,FLI_835583,Re-contextualized context-sensitive system engine,Beauty,26.67,4%,370,3.9,1507,Marsh-Barnes,50,#2,7.01%,False,True,,,,
Meesho,MEE_114143,Polarized well-modulated success,Home,460.83,13%,4760,3.6,629,Stevens-Watson,53,#97,7.7%,,,,,,
Myntra,MYN_778590,Mandatory solution-oriented throughput,Fitness,444.02,11%,7545,4.2,144,"Russell, Hernandez and Charles",0,#66,4.27%,,,,,S,False
Myntra,MYN_717100,Digitized motivating extranet,Home,328.22,31%,5362,3.2,1232,Patel-Gonzalez,77,#79,6.78%,,,,,S,False
Flipkart,FLI_832344,Organized national project,Home,153.22,22%,9133,1.4,1859,"Fisher, Stevens and Cantrell",25,#27,9.6%,True,False,,,,
Amazon,AMA_528675,Robust upward-trending budgetary management,Fitness,197.52,50%,716,4.1,145,Manning LLC,22,#43,4.95%,,,True,FBM,,
Myntra,MYN_205525,Devolved radical array,Fashion,231.53,23%,3349,2.0,472,"Wilson, Reed and Larsen",90,#39,0.59%,,,,,L,False
Flipkart,FLI_250270,Triple-buffered multi-state instruction set,Fitness,482.22,4%,4788,1.7,1735,Jones-Barnett,55,#45,4.95%,False,False,,,,
Meesho,MEE_738156,Business-focused systematic Graphic Interface,Beauty,499.96,34%,7770,3.7,1867,Johnson and Sons,24,#17,1.85%,,,,,,
Amazon,AMA_734535,Networked content-based complexity,Electronics,287.94,6%,6374,1.4,318,Bolton LLC,82,#45,7.29%,,,True,FBM,,
Myntra,MYN_141990,Open-source incremental conglomeration,Electronics,214.69,8%,648,2.6,1416,"Golden, Nixon and Wells",76,#30,6.46%,,,,,L,True
Flipkart,FLI_425979,Vision-oriented tangible alliance,Electronics,28.56,47%,6110,1.1,114,Nguyen-Love,86,#8,0.72%,False,False,,,,
Meesho,MEE_488874,Ameliorated radical neural-net,Fashion,350.44,25%,4787,1.0,431,"Cook, Miller and Warren",64,#84,9.75%,,,,,,
Flipkart,FLI_730904,Customer-focused local superstructure,Electronics,81.15,11%,6734,3.1,950,Jones-Taylor,2,#3,6.2%,True,True,,,,
Amazon,AMA_970939,Polarized 3rdgeneration encoding,Home,80.35,31%,7870,4.3,1744,Haynes Ltd,19,#65,7.91%,,,False,FBA,,
Myntra,MYN_139493,Distributed systemic intranet,Beauty,480.4,14%,2047,4.1,383,Davis-Wilson,51,#18,9.93%,,,,,S,False
Flipkart,FLI_148729,Fully-configurable fault-tolerant methodology,Beauty,495.43,26%,589,2.3,309,"Russell, White and Jones",0,#71,0.64%,False,False,,,,
Myntra,MYN_298140,Quality-focused multi-tasking protocol,Fashion,169.61,13%,537,2.5,698,"Wiggins, Reilly and Vasquez",49,#77,3.93%,,,,,M,True
Flipkart,FLI_284657,Secured 24hour adapter,Fashion,391.44,2%,2634,3.3,1416,Patrick-Walker,21,#55,9.57%,False,True,,,,
Myntra,MYN_719791,Proactive fault-tolerant projection,Beauty,406.53,2%,9042,4.8,823,Carter-Russell,84,#37,8.78%,,,,,XL,True
Meesho,MEE_766952,Ameliorated 5thgeneration synergy,Fashion,297.8,15%,785,1.3,460,Castro Inc,45,#3,9.25%,,,,,,
Flipkart,FLI_240067,User-friendly object-oriented focus group,Electronics,196.66,37%,5776,4.0,419,Edwards-Hayes,65,#6,5.64%,False,True,,,,
Myntra,MYN_683719,Expanded bi-directional synergy,Fitness,384.57,29%,5206,3.7,1690,"Porter, Mendoza and Baird",18,#32,4.39%,,,,,XL,True
Meesho,MEE_819477,Managed bi-directional frame,Fashion,40.12,24%,5947,3.6,192,Estes LLC,46,#54,5.24%,,,,,,
Meesho,MEE_203262,Re-contextualized bandwidth-monitored encryption,Home,499.34,13%,9359,1.4,1772,Madden-Anderson,6,#91,2.65%,,,,,,
Amazon,AMA_635677,Expanded system-worthy protocol,Fitness,130.99,44%,3299,3.6,1839,"House, Rice and Lamb",24,#86,4.53%,,,False,FBA,,
Flipkart,FLI_374294,User-centric content-based array,Fitness,158.41,5%,9029,4.6,1908,Parker-Willis,14,#66,8.51%,False,False,,,,
Flipkart,FLI_235392,Persistent solution-oriented portal,Home,50.52,34%,3190,2.2,213,Lewis-Alexander,0,#63,8.78%,False,True,,,,
Amazon,AMA_425077,Seamless 6thgeneration capacity,Electronics,283.46,19%,852,2.9,958,"Wilson, Rodriguez and Riley",81,#78,1.35%,,,False,FBA,,
Amazon,AMA_763013,Phased full-range initiative,Electronics,461.07,45%,9780,4.6,555,"Francis, Gutierrez and Taylor",65,#93,7.04%,,,False,FBA,,
Flipkart,FLI_167528,Persevering attitude-oriented conglomeration,Beauty,195.83,41%,9412,3.1,1905,Bradley-Jackson,18,#69,4.85%,False,True,,,,
Myntra,MYN_871020,Total next generation array,Electronics,429.38,38%,515,2.6,283,Rogers LLC,46,#58,1.61%,,,,,XL,True
Meesho,MEE_330238,Right-sized global synergy,Fashion,300.9,11%,2005,4.9,470,Hahn PLC,40,#36,3.55%,,,,,,
Myntra,MYN_718470,Inverse object-oriented analyzer,Electronics,293.36,3%,4180,2.6,87,Smith Inc,7,#1,2.22%,,,,,M,False
Myntra,MYN_277641,Optional fault-tolerant forecast,Fitness,381.84,38%,7704,4.4,469,Gomez-Maddox,52,#89,7.2%,,,,,S,False
Meesho,MEE_954051,Persistent intangible moderator,Beauty,419.97,31%,7163,4.1,1888,Holloway-Wright,96,#11,6.12%,,,,,,
Myntra,MYN_464278,Sharable client-driven database,Fashion,212.68,9%,8866,3.1,1999,"Alexander, Carter and Wells",79,#94,5.59%,,,,,S,False
Flipkart,FLI_652510,Virtual leadingedge utilization,Beauty,189.56,27%,5121,2.4,480,Morales-Johnston,31,#99,2.1%,False,False,,,,
Myntra,MYN_875922,Fundamental neutral data-warehouse,Beauty,293.01,47%,3445,4.0,996,Summers-Richardson,4,#63,3.26%,,,,,S,False
Myntra,MYN_735880,Up-sized reciprocal info-mediaries,Fashion,54.03,39%,2552,4.3,908,"Andrews, Herrera and Wu",11,#30,1.79%,,,,,M,False
Amazon,AMA_878427,Adaptive attitude-oriented neural-net,Fashion,84.66,50%,1699,2.7,414,Williams-Martinez,73,#65,6.38%,,,False,FBM,,
Flipkart,FLI_337617,Adaptive zero-defect hub,Beauty,288.56,48%,5523,1.6,1581,Gregory-Rivers,84,#42,4.87%,True,True,,,,
Meesho,MEE_585383,Persevering empowering methodology,Fashion,412.35,25%,3875,3.7,1574,"Torres, Leach and Fuentes",35,#74,1.58%,,,,,,
Flipkart,FLI_809698,Organized regional throughput,Fashion,123.0,29%,6379,1.5,1683,"Sullivan, West and Martinez",94,#8,1.59%,False,False,,,,
Meesho,MEE_889509,Enhanced real-time concept,Home,174.01,10%,4262,2.4,1308,"Medina, Carey and Stone",0,#5,5.52%,,,,,,
Amazon,AMA_404683,Streamlined optimizing support,Home,183.1,33%,9316,2.2,72,"Martin, Yates and Knapp",88,#39,8.36%,,,True,FBM,,
Flipkart,FLI_769124,Reactive systematic synergy,Fitness,403.08,47%,9857,4.3,1170,Perry LLC,5,#59,9.96%,True,True,,,,
Flipkart,FLI_683044,Balanced well-modulated pricing structure,Home,224.0,21%,6063,4.7,1097,Scott and Sons,36,#79,4.34%,False,True,,,,
Meesho,MEE_283986,Vision-oriented object-oriented alliance,Fitness,24.65,32%,1070,1.5,1843,Harrison and Sons,89,#4,2.43%,,,,,,
Amazon,AMA_139972,Public-key maximized hierarchy,Fitness,146.02,42%,2512,3.2,109,Brown-Rivera,0,#69,3.52%,,,False,FBA,,
Flipkart,FLI_963440,Customer-focused homogeneous support,Fashion,160.18,4%,5411,2.5,1248,Bullock Ltd,89,#22,5.64%,False,False,,,,
Amazon,AMA_437980,Ergonomic global utilization,Beauty,424.77,8%,8609,2.0,1121,"Miller, Smith and French",76,#87,8.21%,,,False,FBM,,
Amazon,AMA_209207,Optimized homogeneous approach,Fashion,340.77,10%,9924,4.7,1894,"Wolf, Cunningham and Olson",22,#37,8.55%,,,True,FBA,,
Myntra,MYN_486503,Optimized well-modulated info-mediaries,Beauty,304.73,15%,8071,1.1,1985,Newman PLC,51,#58,4.61%,,,,,S,False
Meesho,MEE_439146,Diverse asynchronous emulation,Electronics,43.41,36%,2735,3.1,769,Navarro LLC,0,#51,4.75%,,,,,,
Amazon,AMA_780301,Virtual client-server toolset,Electronics,267.78,17%,3564,3.8,228,"Anderson, Anderson and Gibson",34,#10,9.07%,,,True,FBM,,
Flipkart,FLI_380904,Object-based stable website,Electronics,452.09,35%,3804,2.9,189,Smith-Johnson,89,#93,7.4%,False,False,,,,
Amazon,AMA_616170,Advanced logistical model,Home,37.42,7%,8997,4.1,1192,"Wright, Pierce and Ortiz",61,#86,8.93%,,,False,FBM,,
Myntra,MYN_838047,Visionary clear-thinking moratorium,Electronics,350.7,35%,9205,2.1,714,Guzman-Davis,6,#12,2.59%,,,,,XL,True
Myntra,MYN_792648,Expanded exuding Graphical User Interface,Fitness,134.51,15%,2750,1.7,266,Keller Group,35,#3,6.88%,,,,,S,True
Meesho,MEE_839403,Quality-focused homogeneous policy,Home,406.07,34%,3761,3.7,713,Bradley PLC,13,#2,6.12%,,,,,,
Flipkart,FLI_178454,Monitored context-sensitive installation,Fitness,82.68,40%,77,4.9,889,Graves Ltd,85,#26,8.61%,False,False,,,,
Meesho,MEE_501616,Vision-oriented value-added middleware,Home,102.55,3%,5183,4.7,1466,Peterson Group,37,#40,4.45%,,,,,,
Flipkart,FLI_721510,Persevering dedicated complexity,Home,305.59,40%,7639,4.7,1790,Williams Ltd,51,#43,2.2%,False,False,,,,
Meesho,MEE_537653,Ameliorated multi-state success,Home,458.43,45%,9112,2.3,389,Barrett and Sons,80,#92,3.07%,,,,,,
Myntra,MYN_214412,Open-architected coherent info-mediaries,Fitness,441.68,42%,2244,4.9,104,"Chase, Harvey and Foster",95,#64,6.35%,,,,,M,False
Meesho,MEE_598064,Multi-layered neutral paradigm,Electronics,434.18,32%,3715,4.8,1326,Rocha-Dunn,36,#40,2.3%,,,,,,
Meesho,MEE_290866,Extended fresh-thinking groupware,Fitness,378.47,6%,2406,1.7,660,"Buchanan, Walker and Mann",40,#8,1.14%,,,,,,
Amazon,AMA_725816,Up-sized intermediate portal,Fitness,16.79,36%,4337,1.1,1936,Blackburn Inc,73,#4,6.71%,,,True,FBA,,
Amazon,AMA_627775,Public-key bifurcated task-force,Beauty,176.43,34%,3513,3.3,505,Moore Group,44,#24,7.38%,,,True,FBA,,
Myntra,MYN_210375,Public-key high-level workforce,Beauty,430.48,21%,9631,2.7,247,Campbell-Smith,67,#6,4.62%,,,,,XL,False
Myntra,MYN_765531,Virtual uniform neural-net,Fitness,327.52,25%,9103,4.9,1882,Smith-Baker,0,#42,2.38%,,,,,XL,False
Meesho,MEE_142019,Open-source national core,Electronics,482.35,24%,2927,3.1,1904,Manning Ltd,13,#1,6.69%,,,,,,
Flipkart,FLI_629004,Managed high-level circuit,Home,28.53,7%,4076,1.9,1869,King PLC,7,#21,6.57%,True,True,,,,
Flipkart,FLI_905826,Profound 4thgeneration task-force,Fitness,287.08,8%,9031,3.4,310,Shaw-Stevens,95,#59,0.67%,False,True,,,,
Meesho,MEE_182588,Ergonomic multimedia structure,Beauty,175.96,1%,6707,4.3,141,Fuentes-Taylor,83,#11,0.12%,,,,,,
Meesho,MEE_311706,Object-based content-based migration,Electronics,472.52,20%,4567,4.6,272,Shannon-Patterson,48,#10,1.77%,,,,,,
Meesho,MEE_500347,Reverse-engineered attitude-oriented function,Electronics,376.15,18%,7576,4.6,799,Vaughn-Brown,90,#24,0.51%,,,,,,
Flipkart,FLI_767609,Innovative full-range contingency,Fashion,168.81,41%,8732,2.6,1029,"Rogers, Guerra and Blair",68,#44,2.95%,False,True,,,,
Amazon,AMA_820523,Adaptive interactive concept,Electronics,252.09,8%,8613,2.7,1893,Baird LLC,91,#69,5.71%,,,True,FBM,,
Myntra,MYN_121054,Balanced background system engine,Home,77.84,0%,1286,4.7,223,Smith LLC,6,#35,3.18%,,,,,M,True
Myntra,MYN_105041,De-engineered stable extranet,Fitness,400.49,22%,6291,3.8,1420,Bishop-Clayton,29,#2,9.2%,,,,,XL,True
Flipkart,FLI_974493,Upgradable grid-enabled concept,Electronics,399.88,24%,1488,1.5,112,"Powell, Jones and Francis",24,#10,5.41%,False,True,,,,
Flipkart,FLI_903886,Public-key multi-tasking circuit,Beauty,289.95,14%,4993,4.4,1082,"Mccoy, Terry and Scott",97,#73,0.6%,True,True,,,,
Flipkart,FLI_107560,Automated impactful encryption,Home,133.01,14%,7100,4.0,266,"Saunders, Hopkins and Willis",87,#100,1.75%,True,True,,,,
Amazon,AMA_844147,Phased real-time moratorium,Fitness,112.47,10%,4767,1.8,978,Jarvis Inc,5,#20,7.98%,,,False,FBM,,
Flipkart,FLI_369001,Seamless empowering firmware,Fashion,425.56,0%,7621,3.6,1218,Huynh and Sons,38,#99,6.79%,True,False,,,,
Meesho,MEE_536191,Automated tangible frame,Fitness,27.21,10%,8859,3.8,1959,Caldwell Group,47,#6,8.7%,,,,,,
Meesho,MEE_182976,Future-proofed responsive adapter,Electronics,97.83,0%,5936,3.7,1796,"Allen, Lewis and Vaughn",11,#73,0.26%,,,,,,
Meesho,MEE_410511,Distributed clear-thinking open architecture,Beauty,348.18,43%,8567,1.5,1380,"Beck, Lawson and Johnson",5,#43,4.64%,,,,,,
